sort20220911	CollectionCode2018	CollectionCode2019	VeryOldCC	CollectionCodeOld	CollectionCode	etOHstorageLoc	TransferNotes	BiogeographicRegion	Country	Adm1	Adm2	Region	Locale	LocalityCode	LocalityCode2	LocalityNotes	DateCollectedStart	DateCollectedEnd	Time	Method	Lat	Lon	LatLonMaxError	Datum	Elevation	ElevationMaxError	Habitat	Microhabitat	Medium	CollectedBy	CollectionNotes	LocatedAt	OwnedBy	TaxonNotes
295	RPO#0209	RPO#0295	226	RO-12-AK-40	RPO#0295	U2020-III		North America	USA	AK	Yukon-Koyukuk	Dalton Highway	~19 road miles N of Yukon River				9/16/2012			hand	66.068	-150.163	500 m	WGS 84	201	Acquired through GBIF in 2015 from lat/lon	aspen, white spruce, reindeer lichen	nest on ground	75% EtOH	RP Overson	Daton highway between mile 75.1–75.9 on E side of highway near creek called: No Name Creek. In sandy deposits covered by reindeer lichen			
296	RPO#0209	RPO#0296	226	RO-12-AK-40	RPO#0296			North America	USA	AK	Yukon-Koyukuk	Dalton Highway	~19 road miles N of Yukon River				9/16/2012			hand	66.068	-150.163	500 m	WGS 84	201	Acquired through GBIF in 2015 from lat/lon	aspen, white spruce, reindeer lichen	nest on ground	75% EtOH	RP Overson	Daton highway between mile 75.1–75.9 on E side of highway near creek called: No Name Creek. In sandy deposits covered by reindeer lichen			
297	RPO#0210	RPO#0297	227	RO-12-AK-41	RPO#0297			North America	USA	CA	Yolo	Dunnigan	rest stop W of Interstate 5				10/15/2012			hand	38.8921	-121.9796	10 m	WGS 84	25	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson	In men's bathroom at roadstop			
298	RPO#0211	RPO#0298	228	WRA-1	RPO#0298	U2020-III		North America	USA	CA	Los Angeles	Peterson Ranch	Kellog Valley Road				2/4/2013			hand	34.638	-118.329	500 m	WGS 84	1084	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
299	RPO#0212	RPO#0299	229	WRA-2	RPO#0299	U2020-III		North America	USA	CA	Los Angeles	Peterson Ranch	Kellog Valley Road				2/4/2013			hand	34.638	-118.329	500 m	WGS 84	1084	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
300	RPO#0213	RPO#0300	230	WRA-3	RPO#0300	U2020-III		North America	USA	CA	Los Angeles	Peterson Ranch	Kellog Valley Road				2/4/2013			hand	34.638	-118.329	500 m	WGS 84	1084	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
301	RPO#0214	RPO#0301	231	WRA-4	RPO#0301	U2020-III		North America	USA	CA	Los Angeles	Peterson Ranch	Kellog Valley Road				2/4/2013			hand	34.638	-118.329	500 m	WGS 84	1084	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
302	RPO#0215	RPO#0302	232	WRA-5	RPO#0302	U2020-III		North America	USA	CA	Los Angeles	Peterson Ranch	Kellog Valley Road				2/5/2013			hand	34.638	-118.329	500 m	WGS 84	1084	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
303	RPO#0216	RPO#0303	233	WRA-10	RPO#0303			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/18/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson	collection destroyed			
304	RPO#0217	RPO#0304	234	WRA-11	RPO#0304			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/18/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
305	RPO#0218	RPO#0305	235	WRA-12	RPO#0305	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
306	RPO#0219	RPO#0306	236	WRA-13	RPO#0306			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson	collection destroyed			
307	RPO#0220	RPO#0307	237	WRA-14	RPO#0307	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
308	RPO#0221	RPO#0308	238	WRA-15	RPO#0308	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon		ex nest	75% EtOH	RP Overson				
309	RPO#0222	RPO#0309	239	WRA-16	RPO#0309	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon		ex nest	75% EtOH	RP Overson				
310	RPO#0223	RPO#0310	240	WRA-17	RPO#0310	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
311	RPO#0224	RPO#0311	241	WRA-18	RPO#0311			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
312	RPO#0225	RPO#0312	242	WRA-19	RPO#0312	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/19/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
313	RPO#0226	RPO#0313	243	WRA-20	RPO#0313			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/20/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
314	RPO#0227	RPO#0314	244	WRA-21	RPO#0314	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/20/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
315	RPO#0228	RPO#0315	245	WRA-22	RPO#0315	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				3/20/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
316	RPO#0229	RPO#0316	246	WRA-T1	RPO#0316			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				8/6/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	scrub grass		75% EtOH	RP Overson				
317	RPO#0230	RPO#0317	247	WRA-T2	RPO#0317			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				8/6/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	scrub grass		75% EtOH	RP Overson				
318	RPO#0231	RPO#0318	248	WRA-T3	RPO#0318			North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				8/6/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	scrub grass		75% EtOH	RP Overson				
319	RPO#0232	RPO#0319	249	RO-13-Sierra-1	RPO#0319	U2020-III		North America	USA	CA	Sierra	Sierra Nevada	0.43 km E Packer Lake			in campground	8/11/2013			hand	39.624	-120.65	400 m	WGS 84	1886	Acquired through GBIF in 2015 from lat/lon	pine, spruce forest	nest under rock	75% EtOH	RP Overson	colllected at night			
320	RPO#0233	RPO#0320	250	RO-13-Marin-2	RPO#0320	U2020-III		North America	USA	Ca	Marin	Point Reyes National Seashore	Drakes Bay Beach				8/24/2013			hand	38.0265	-122.9616	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	shoreline	ex beached kelp mass	75% EtOH	RP Overson				
321	RPO#0234	RPO#0321	251	RO-13-Marin-3	RPO#0321			North America	USA	CA	Marin	Larkspur	N of Ferry Landing				8/28/2013			hand	37.94725	-122.5096	3 m	WGS 84	14	Acquired through GBIF in 2015 from lat/lon	urban		75% EtOH	RP Overson	crawling on restaurant table			
322	RPO#0235	RPO#0322	258	WRA-30	RPO#0322	U2020-III		North America	USA	CA	Santa Barbara		Cojo-Jalama Ranch				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ground at night	75% EtOH	RP Overson				
323	RPO#0236	RPO#0323	252	WRA-31	RPO#0323			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	8 miles 165 degrees SW of Lompoc				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	on ground	75% EtOH	RP Overson				
324	RPO#0237	RPO#0324	253	WRA-32	RPO#0324			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	8 miles 165 degrees SW of Lompoc				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ground at night	75% EtOH	RP Overson				
325	RPO#0238	RPO#0325	254	WRA-33	RPO#0325	U2020-III		North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	8 miles 165 degrees SW of Lompoc				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	75% EtOH	RP Overson	from Antrozous pallidus caught mist-netting			
326	RPO#0239	RPO#0326	255	WRA-34	RPO#0326	U2020-III		North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	8 miles 165 degrees SW of Lompoc				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex female Antrozous pallidus	75% EtOH	RP Overson	from female Antrozous pallidus caught mist-netting			
327	RPO#0240	RPO#0327	256	WRA-35	RPO#0327	U2020-III		North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	8 miles 165 degrees SW of Lompoc				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex female Antrozous pallidus	75% EtOH	RP Overson	from female Antrozous pallidus caught mist-netting			
328	RPO#0241	RPO#0328	257	WRA-T5	RPO#0328			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	8 miles 165 degrees SW of Lompoc				8/29/2013			hand	34.5219	-120.4221	10 m	WGS 84	188	Acquired through GBIF in 2015 from lat/lon	Cattle-grazed Oak Woodland		75% EtOH	RP Overson				
329	RPO#0242	RPO#0329	259	WRA-36	RPO#0329			North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/30/2013			hand	34.4699	-120.4664	10 m	WGS 84	45	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ground at night	75% EtOH	RP Overson	collection destroyed			
330	RPO#0243	RPO#0330	260	WRA-37	RPO#0330			North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/30/2013			hand	34.4699	-120.4664	10 m	WGS 84	45	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland		75% EtOH	RP Overson	collection destroyed - mixed sampling at night some ex tree some ex ground			
331	RPO#0244	RPO#0331	261	WRA-38	RPO#0331	U2020-III		North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/30/2013			hand	34.4699	-120.4664	10 m	WGS 84	45	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	75% EtOH	RP Overson	from Antrozous pallidus caught mist-netting			
332	RPO#0245	RPO#0332	262	WRA-39	RPO#0332	U2020-III		North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/30/2013			hand	34.4699	-120.4664	10 m	WGS 84	45	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Tadarida brasiliensis	75% EtOH	RP Overson	from Tadarida brasiliensis caught mist-netting			
333	RPO#0246	RPO#0333	263	WRA-40	RPO#0333	U2020-III		North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/30/2013			hand	34.4699	-120.4664	10 m	WGS 84	45	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	75% EtOH	RP Overson	from Antrozous pallidus caught mist-netting			
334	RPO#0247	RPO#0334	264	WRA-41	RPO#0334	U2020-III		North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/30/2013			hand	34.4699	-120.4664	10 m	WGS 84	45	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	75% EtOH	RP Overson	from Antrozous pallidus caught mist-netting			
335	RPO#0248	RPO#0335	#N/A	RO-13-Marin-4	RPO#0335			North America	USA	CA	Marin	Novato	Green Oak Drive				8/31/2013			hand	38.0469	-122.5315	10 m	WGS 84	57	Acquired through GBIF in 2015 from lat/lon	suburban	in apartment	75% EtOH	RP Overson	collection destroyed			
336	RPO#0249	RPO#0336	265	WRA-42	RPO#0336	U2020-III		North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex oak tree at night	75% EtOH	RP Overson				
337	RPO#0250	RPO#0337	266	WRA-43	RPO#0337			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex oak tree at night	75% EtOH	RP Overson	collection destroyed			
338	RPO#0251	RPO#0338	267	WRA-44	RPO#0338			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex oak tree at night	75% EtOH	RP Overson	collection destroyed			
339	RPO#0252	RPO#0339	268	WRA-45	RPO#0339	U2020-III		North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	75% EtOH	RP Overson	from Antrozous pallidus caught mist-netting			
340	RPO#0253	RPO#0340	269	WRA-46	RPO#0340			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland		75% EtOH	RP Overson	ex ground in grass at night			
341	RPO#0254	RPO#0341	270	WRA-47	RPO#0341			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland		75% EtOH	RP Overson	came to LED headlamp at night			
342	RPO#0254	RPO#0342	270	WRA-47	RPO#0342			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	278	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland		75% EtOH	RP Overson	came to LED headlamp at night			
343	RPO#0254	RPO#0343	270	WRA-47	RPO#0343			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	278	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland		75% EtOH	RP Overson	came to LED headlamp at night			
344	RPO#0255	RPO#0344	271	WRA-48	RPO#0344			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex oak tree at night	75% EtOH	RP Overson				
345	RPO#0255	RPO#0345	271	WRA-48	RPO#0345			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	278	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex oak tree at night	75% EtOH	RP Overson				
346	RPO#0256	RPO#0346	272	WRA-49	RPO#0346			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex tree at night	75% EtOH	RP Overson				
347	RPO#0256	RPO#0347	272	WRA-49	RPO#0347			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	278	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex tree at night	75% EtOH	RP Overson				
348	RPO#0257	RPO#0348	273	WRA-50	RPO#0348			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	sage scrub	ex ground at night	75% EtOH	RP Overson				
349	RPO#0258	RPO#0349	274	WRA-51	RPO#0349			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex oak tree at night	75% EtOH	RP Overson				
350	RPO#0259	RPO#0350	275	WRA-54	RPO#0350			North America	USA	CA	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				8/31/2013			hand	34.5	-120.4	5000 m	WGS 84	234	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	pinned	RP Overson	from Antrozous pallidus caught mist-netting			
351	RPO#0260	RPO#0351	276	WRA-52	RPO#0351	U2020-III		North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				9/1/2013			hand	34.5051	-120.4733	30 m	WGS 84	198	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus	75% EtOH	RP Overson	from Antrozous pallidus caught mist-netting			
352	RPO#0261	RPO#0352	277	WRA-53	RPO#0352	U2020-III		North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				9/1/2013			hand	34.5051	-120.4733	30 m	WGS 84	198	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	collected in leaf litter at night	75% EtOH	RP Overson				
353	RPO#0261	RPO#0353	277	WRA-53	RPO#0353			North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				9/1/2013			hand	34.5051	-120.4733	30 m	WGS 84	170	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	collected in leaf litter at night	75% EtOH	RP Overson				
354	RPO#0262	RPO#0354	278	WRA-T6	RPO#0354			North America	USA	Ca	Santa Barbara	Cojo-Jalama Ranch	19.3 km S of Lompoc				9/1/2013			hand	34.5051	-120.4733	30 m	WGS 84	198	Acquired through GBIF in 2015 from lat/lon	cattle-grazed oak woodland	ex Antrozous pallidus roost in barn	75% EtOH	RP Overson				
355	RPO#0263	RPO#0355	279	RO-13-Mont-1	RPO#0355			North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/2/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	on sand dunes	75% EtOH	RP Overson	collection destroyed			
356	RPO#0264	RPO#0356	280	RO-13-Mont-2	RPO#0356			North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/2/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	ex under log	75% EtOH	RP Overson	collection destroyed - under log on sand			
357	RPO#0265	RPO#0357	281	RO-13-Mont-3	RPO#0357			North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/2/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	ex under log	75% EtOH	RP Overson	collection destroyed - under log on sand			
358	RPO#0266	RPO#0358	282	RO-13-Mont-4	RPO#0358	U2020-III		North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/2/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	nest under log	75% EtOH	RP Overson				
359	RPO#0267	RPO#0359	283	RO-13-Mont-5	RPO#0359	U2020-III		North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/2/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	nest under log	75% EtOH	RP Overson				
360	RPO#0268	RPO#0360	284	RO-13-Mont-6	RPO#0360			North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/3/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	on sand	75% EtOH	RP Overson	collection destroyed			
361	RPO#0269	RPO#0361	285	RO-13-Mont-7	RPO#0361			North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/3/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	on sand	75% EtOH	RP Overson	collection destroyed - mating on dunes			
362	RPO#0270	RPO#0362	286	RO-13-Mont-8	RPO#0362			North America	USA	CA	Monterey	City of Marina	Dunes Drive			at The Sanctuary Beach Resort	10/3/2013			hand	36.7009	-121.805	30 m	WGS 84	10	Acquired through GBIF in 2015 from lat/lon	coastal sand dunes	under concrete	75% EtOH	RP Overson	collection destroyed			
363	RPO#0271	RPO#0363	287	RO-14-310	RPO#0363			North America	USA	UT	Emery	San Rafael Swell Wilderness Area	33.5 km 119.30 degrees SE Castle Dale			original field code: 20	5/23/2014			hand	39.06	-110.674	100 m	WGS 84	1600	Acquired through GBIF in 2015 from lat/lon		on ground	pinned	RP Overson	collected at 18:59			
364	RPO#0272	RPO#0364	#N/A	RO-14-456	RPO#0364			North America	USA	UT	Daggett	Ashley National Forest	Geology Loop (FR 218)				6/2/2014			hand	40.891	-109.775	700 m	WGS 84	2400	Acquired through GBIF in 2015 from lat/lon	conifer woodland	in car	75% EtOH	RP Overson				
